Animal_Type,Age_Category,Primary_Condition,Severity,Treatment_Category,All_Symptoms
Cat,Adult,Feline Upper Respiratory Infection,Unknown,Unknown,"nasal discharge, Lethargy, Eye Discharge, Appetite Loss, coughing, labored breathing, Nasal Discharge, eye discharge"
Dog,Adult,Parvovirus,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, coughing, appetite loss, Diarrhea, Vomiting"
Cat,Adult,Feline Upper Respiratory Infection,Unknown,Unknown,"Eye Discharge, Appetite Loss, coughing, labored breathing, appetite loss, Coughing, Nasal Discharge, eye discharge"
Dog,Adult,Gastroenteritis,Unknown,Unknown,"lameness, Appetite Loss, vomiting, labored breathing, appetite loss, Diarrhea, Fever, Vomiting"
Cat,Adult,Feline Herpesvirus,Unknown,Unknown,"diarrhea, Lethargy, Eye Discharge, Sneezing, Appetite Loss, labored breathing, appetite loss, eye discharge"
Dog,Senior,Kennel Cough,Unknown,Unknown,"diarrhea, Lethargy, Appetite Loss, labored breathing, Labored Breathing, appetite loss, Coughing, eye discharge"
Cat,Adult,Pancreatitis,Unknown,Unknown,"nasal discharge, lameness, Loss of Appetite, vomiting, coughing, Diarrhea, Dehydration, Vomiting"
Dog,Senior,Canine Parvovirus,Unknown,Unknown,"Lethargy, Loss of Appetite, vomiting, coughing, labored breathing, appetite loss, Diarrhea, Vomiting"
Cat,Adult,Feline Calicivirus,Unknown,Unknown,"Lethargy, Eye Discharge, lameness, coughing, appetite loss, Coughing, Nasal Discharge, skin lesions"
Cat,Adult,Inflammatory Bowel Disease,Unknown,Unknown,"diarrhea, Lethargy, Appetite Loss, labored breathing, appetite loss, Weight Loss, skin lesions, Vomiting"
Cat,Adult,Gastroenteritis,Unknown,Unknown,"Appetite Loss, vomiting, labored breathing, appetite loss, Weight Loss, Diarrhea, skin lesions, Vomiting"
Dog,Adult,Gastroenteritis,Unknown,Unknown,"nasal discharge, Appetite Loss, vomiting, coughing, labored breathing, appetite loss, Weight Loss, Diarrhea, eye discharge, Vomiting"
Dog,Senior,Canine Distemper,Unknown,Unknown,"nasal discharge, Lethargy, lameness, Loss of Appetite, coughing, appetite loss, Fever, Vomiting"
Cat,Senior,Feline Viral Rhinotracheitis,Unknown,Unknown,"diarrhea, Eye Discharge, Loss of Appetite, labored breathing, appetite loss, Coughing, Nasal Discharge, skin lesions"
Dog,Adult,Kennel Cough,Unknown,Unknown,"diarrhea, Lethargy, Loss of Appetite, labored breathing, Labored Breathing, appetite loss, Coughing, eye discharge"
Cat,Adult,Feline Herpesvirus,Unknown,Unknown,"Lethargy, Eye Discharge, Sneezing, Appetite Loss, coughing, labored breathing, appetite loss, skin lesions, eye discharge"
Dog,Adult,Gastroenteritis,Unknown,Unknown,"nasal discharge, lameness, Loss of Appetite, vomiting, appetite loss, Diarrhea, Fever, Vomiting"
Cat,Adult,Feline Panleukopenia,Unknown,Unknown,"diarrhea, Lethargy, lameness, coughing, appetite loss, Diarrhea, Dehydration, Vomiting"
Dog,Adult,Parvovirus,Unknown,Unknown,"diarrhea, Loss of Appetite, labored breathing, appetite loss, Diarrhea, Dehydration, eye discharge, Vomiting"
Cat,Adult,Feline Calicivirus,Unknown,Unknown,"diarrhea, nasal discharge, Eye Discharge, Sneezing, lameness, appetite loss, Coughing, Nasal Discharge"
Cat,Adult,Pancreatitis,Unknown,Unknown,"lameness, vomiting, labored breathing, appetite loss, Weight Loss, Diarrhea, Dehydration, Vomiting"
Dog,Senior,Gastroenteritis,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, vomiting, appetite loss, Diarrhea, eye discharge, Vomiting"
Cat,Adult,Feline Herpesvirus,Unknown,Unknown,"Eye Discharge, Sneezing, lameness, coughing, appetite loss, Coughing, Nasal Discharge, skin lesions"
Dog,Senior,Pancreatitis,Unknown,Unknown,"diarrhea, nasal discharge, labored breathing, appetite loss, Weight Loss, Diarrhea, Dehydration, Vomiting"
Cat,Adult,Hyperthyroidism,Unknown,Unknown,"Lethargy, Loss of Appetite, coughing, labored breathing, appetite loss, Weight Loss, skin lesions, Vomiting"
Dog,Adult,Canine Hepatitis,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, labored breathing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Upper Respiratory Infection,Unknown,Unknown,"Lethargy, Eye Discharge, Sneezing, lameness, coughing, appetite loss, Nasal Discharge, skin lesions"
Dog,Senior,Gastroenteritis,Unknown,Unknown,"nasal discharge, Lethargy, Loss of Appetite, vomiting, labored breathing, appetite loss, Diarrhea, Vomiting"
Cat,Adult,Feline Calicivirus,Unknown,Unknown,"nasal discharge, Lethargy, Eye Discharge, Sneezing, coughing, labored breathing, appetite loss, Nasal Discharge"
Dog,Adult,Gastroenteritis,Unknown,Unknown,"diarrhea, Lethargy, Loss of Appetite, labored breathing, appetite loss, Diarrhea, eye discharge, Vomiting"
Cat,Adult,Feline Upper Respiratory Infection,Unknown,Unknown,"Lethargy, Eye Discharge, Sneezing, coughing, labored breathing, appetite loss, Nasal Discharge, skin lesions, eye discharge"
Dog,Adult,Parvovirus,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, labored breathing, appetite loss, Dehydration, Vomiting"
Cat,Adult,Feline Calicivirus,Unknown,Unknown,"Lethargy, Eye Discharge, Sneezing, lameness, coughing, appetite loss, Coughing, skin lesions, eye discharge"
Dog,Adult,Pancreatitis,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, lameness, appetite loss, Weight Loss, Diarrhea, Vomiting"
Cat,Senior,Feline Viral Rhinotracheitis,Unknown,Unknown,"diarrhea, Lethargy, Eye Discharge, Sneezing, lameness, coughing, appetite loss, Nasal Discharge, eye discharge"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, lameness, Loss of Appetite, appetite loss, Diarrhea, Vomiting"
Cat,Adult,Feline Respiratory Disease Complex,Unknown,Unknown,"nasal discharge, Lethargy, Eye Discharge, Sneezing, vomiting, coughing, appetite loss, Nasal Discharge"
Dog,Senior,Canine Hepatitis,Unknown,Unknown,"diarrhea, Lethargy, Loss of Appetite, coughing, appetite loss, Diarrhea, eye discharge, Vomiting"
Cat,Adult,Feline Rhinotracheitis,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, Eye Discharge, Sneezing, lameness, appetite loss, Nasal Discharge, eye discharge"
Dog,Adult,Kennel Cough,Unknown,Unknown,"nasal discharge, lameness, coughing, Labored Breathing, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"diarrhea, Lethargy, Loss of Appetite, coughing, appetite loss, Diarrhea, skin lesions, Vomiting"
Cat,Adult,Feline Infectious Peritonitis,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, vomiting, labored breathing, appetite loss, Diarrhea, Vomiting"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, vomiting, coughing, appetite loss, Coughing, skin lesions, Vomiting"
Cat,Adult,Feline Calicivirus,Unknown,Unknown,"Lethargy, lameness, Sneezing, vomiting, coughing, appetite loss, Coughing, Nasal Discharge, eye discharge"
Dog,Adult,Canine Distemper,Unknown,Unknown,"nasal discharge, Lethargy, Loss of Appetite, vomiting, coughing, appetite loss, Coughing, skin lesions, Vomiting"
Cat,Adult,Feline Leukemia Virus,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, lameness, Loss of Appetite, coughing, appetite loss, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Leptospirosis,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, vomiting, coughing, appetite loss, Coughing, Vomiting"
Cat,Adult,Feline Herpesvirus,Unknown,Unknown,"Lethargy, Eye Discharge, Sneezing, lameness, vomiting, coughing, appetite loss, Nasal Discharge, skin lesions, eye discharge"
Dog,Adult,Canine Leptospirosis,Unknown,Unknown,"nasal discharge, Lethargy, Loss of Appetite, vomiting, labored breathing, appetite loss, Fever, Vomiting"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, skin lesions, coughing, appetite loss, Coughing, Fever"
Cat,Adult,Feline Infectious Peritonitis,Unknown,Unknown,"nasal discharge, Lethargy, lameness, Loss of Appetite, vomiting, coughing, labored breathing, appetite loss, Diarrhea, Vomiting"
Dog,Adult,Canine Distemper,Unknown,Unknown,"nasal discharge, Lethargy, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Coughing, Fever"
Cat,Adult,Feline Leukemia Virus,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, Loss of Appetite, labored breathing, appetite loss, Coughing, Nasal Discharge, skin lesions"
Dog,Adult,Canine Leptospirosis,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, vomiting, labored breathing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Calicivirus,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, coughing, appetite loss, Coughing, Nasal Discharge, skin lesions, eye discharge"
Dog,Adult,Kennel Cough,Unknown,Unknown,"nasal discharge, Lethargy, lameness, Loss of Appetite, coughing, labored breathing, appetite loss, Coughing, Fever"
Cat,Adult,Feline Infectious Peritonitis,Unknown,Unknown,"nasal discharge, Lethargy, Loss of Appetite, skin lesions, coughing, appetite loss, Coughing, Fever"
Cat,Adult,Feline Calicivirus,Unknown,Unknown,"Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"nasal discharge, Lethargy, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Fever, Vomiting"
Cat,Adult,Feline Infectious Peritonitis,Unknown,Unknown,"diarrhea, nasal discharge, lameness, Loss of Appetite, vomiting, coughing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Canine Distemper,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, lameness, Loss of Appetite, coughing, labored breathing, appetite loss, Fever, Vomiting"
Cat,Adult,Feline Leukemia Virus,Unknown,Unknown,"diarrhea, lameness, Loss of Appetite, skin lesions, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever"
Dog,Adult,Canine Distemper,Unknown,Unknown,"diarrhea, Lethargy, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Coughing, Fever"
Dog,Adult,Parvovirus,Unknown,Unknown,"diarrhea, Lethargy, lameness, skin lesions, labored breathing, appetite loss, Diarrhea, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Upper Respiratory Infection,Unknown,Unknown,"Lethargy, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Coughing, Fever, eye discharge"
Dog,Adult,Canine Hepatitis,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Fever, Vomiting"
Cat,Adult,Feline Rhinotracheitis,Unknown,Unknown,"diarrhea, nasal discharge, lameness, Loss of Appetite, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Canine Leptospirosis,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, skin lesions, coughing, labored breathing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Asthma,Unknown,Unknown,"diarrhea, lameness, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Kennel Cough,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, labored breathing, appetite loss, Coughing, Fever, eye discharge"
Cat,Adult,Feline Herpesvirus,Unknown,Unknown,"diarrhea, lameness, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Fever, Vomiting"
Cat,Adult,Feline Asthma,Unknown,Unknown,"diarrhea, nasal discharge, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Coughing, Nasal Discharge, Fever"
Dog,Adult,Canine Leptospirosis,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Respiratory Disease Complex,Unknown,Unknown,"diarrhea, lameness, Loss of Appetite, skin lesions, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Cat,Adult,Feline Leukemia,Unknown,Unknown,"diarrhea, nasal discharge, lameness, Loss of Appetite, skin lesions, vomiting, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Kennel Cough,Unknown,Unknown,"nasal discharge, Lethargy, lameness, Loss of Appetite, skin lesions, coughing, labored breathing, appetite loss, Coughing, Fever, eye discharge"
Cat,Adult,Feline Infectious Peritonitis,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Fever, eye discharge, Vomiting"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Fever, Vomiting"
Cat,Adult,Feline Panleukopenia,Unknown,Unknown,"lameness, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Distemper,Unknown,Unknown,"nasal discharge, Lethargy, lameness, Loss of Appetite, vomiting, coughing, labored breathing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Leukemia Virus,Unknown,Unknown,"lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Parvovirus,Unknown,Unknown,"nasal discharge, Lethargy, lameness, Loss of Appetite, skin lesions, coughing, labored breathing, appetite loss, Fever, Vomiting"
Dog,Adult,Kennel Cough,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Coughing, Fever, eye discharge"
Cat,Adult,Feline Leukemia Virus,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, lameness, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Fever, Vomiting"
Dog,Adult,Canine Distemper,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, lameness, Loss of Appetite, skin lesions, coughing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Infectious Peritonitis,Unknown,Unknown,"nasal discharge, lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"nasal discharge, Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Fever, Vomiting"
Cat,Adult,Feline Panleukopenia,Unknown,Unknown,"Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Fever, eye discharge, Vomiting"
Dog,Adult,Parvovirus,Unknown,Unknown,"diarrhea, Lethargy, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Infectious Peritonitis,Unknown,Unknown,"nasal discharge, lameness, Loss of Appetite, vomiting, coughing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Distemper,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, Loss of Appetite, skin lesions, coughing, labored breathing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Leukemia Virus,Unknown,Unknown,"nasal discharge, lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Leptospirosis,Unknown,Unknown,"diarrhea, Lethargy, nasal discharge, lameness, Loss of Appetite, skin lesions, vomiting, coughing, labored breathing, appetite loss, Fever, eye discharge, Vomiting"
Dog,Adult,Canine Distemper,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Herpesvirus,Unknown,Unknown,"nasal discharge, lameness, Loss of Appetite, vomiting, coughing, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Canine Leptospirosis,Unknown,Unknown,"diarrhea, Lethargy, lameness, Loss of Appetite, skin lesions, vomiting, coughing, appetite loss, Fever, eye discharge, Vomiting"
Cat,Adult,Feline Asthma,Unknown,Unknown,"diarrhea, Loss of Appetite, skin lesions, vomiting, labored breathing, appetite loss, Coughing, Nasal Discharge, Fever, eye discharge"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"nasal discharge, Lethargy, Loss of Appetite, vomiting, coughing, appetite loss, Coughing, Fever"
Dog,Adult,Canine Parvovirus,Unknown,Unknown,"nasal discharge, Lethargy, Loss of Appetite, vomiting, coughing, appetite loss, Fever, Vomiting"
Cat,Adult,Feline Calicivirus,Unknown,Unknown,"nasal discharge, Sneezing, vomiting, coughing, appetite loss, Coughing, Nasal Discharge, Fever"
Dog,Adult,Parvovirus,Unknown,Unknown,"Lethargy, Appetite Loss, vomiting, appetite loss, Fever, Vomiting"
Cat,Adult,Upper Respiratory Infection,Unknown,Unknown,"nasal discharge, Eye Discharge, Sneezing, coughing, Coughing, Nasal Discharge, eye discharge"
Dog,Adult,Gastroenteritis,Unknown,Unknown,"diarrhea, Lethargy, Appetite Loss, vomiting, appetite loss, Diarrhea, Vomiting"
Cat,Adult,Fungal Infection,Unknown,Unknown,"No, Lethargy, Skin Lesions, Appetite Loss, appetite loss, skin lesions"
Dog,Adult,Lyme Disease,Unknown,Unknown,"Lethargy, Skin Lesions, lameness, Lameness, skin lesions, appetite loss, Fever"
Cat,Adult,Intestinal Parasites,Unknown,Unknown,"diarrhea, Lethargy, Appetite Loss, vomiting, appetite loss, Diarrhea, Vomiting"
Dog,Adult,Canine Distemper,Unknown,Unknown,"nasal discharge, Appetite Loss, coughing, Labored Breathing, labored breathing, appetite loss, Coughing, Nasal Discharge"
